,Unnamed: 0,Region,Country,City,Time,Geo,Language1,Language2,Language3,Text
300035,2983842,africa_sub,ng,inisa,2018-11-05,s17hdt53tfp9uz9,eng,eng,lin,baba you too try for king of boys no lies please come back o bros u go dey light makanaki baa
363045,3065338,africa_sub,ng,kaduna,2018-11-12,s1v7c79v5p9pdxy,eng,eng,lin,the spelling is sembulingam and is it always sembulingam i need to read
364785,3067598,africa_sub,ng,isieke,2018-11-12,s1jsqf19w5x46fy,eng,eng,lin,video asante kotoko claim deserved win over second tier side unicon fc in friendly asante kotoko continued their
387087,3097048,africa_sub,ng,epe,2018-11-15,s14v6wkwdqk8f9z,eng,eng,lin,jbl sounds of the city episode giannis antetokounmpo via feat
421788,3142006,africa_sub,ng,lagos,2017-06-17,,eng,fra,lin,iggy azalea exposes bum and side bob in risque photo
479471,3214153,africa_sub,ng,lagos,2017-06-21,,eng,eng,lin,barcelona transfer news monaco sign barcelona prospect mboula in m transfer
516351,3260452,africa_sub,ng,lagos,2017-06-24,,eng,eng,lin,nigerians blast falz and his father femi falana for condeming ice song
556897,3311412,africa_sub,ng,lagos,2017-05-17,,fra,eng,lin,fam dembélé martial coman dembélé mbappé france just keeps producing top class ballets
564959,3321794,africa_sub,ng,lagos,2017-05-18,,eng,eng,lin,video amp photos of karabo mokoena s memorial service held in soweto the memorial service of karabo mokoena a
584909,3347148,africa_sub,ng,lagos,2017-06-28,,eng,eng,lin,nkoyo get mouth no be small may owen as nkoyo an actress to watch out for an intriguing
617963,3388252,africa_sub,ng,lagos,2017-07-01,,eng,eng,lin,retweeted lastma pm obalende bridge to p amp t is gd obalende to secretariat is gd
618034,3388338,africa_sub,ng,lagos,2017-07-01,,eng,eng,lin,retweeted lastma pm falomo to awolowo rd is gd falomo to akin adesola is gd back
654064,3433598,africa_sub,ng,lagos,2017-07-04,,eng,eng,lin,retweet and follow for super s o gain gain gain cc
656607,3436948,africa_sub,ng,kano,2017-07-05,,eng,eng,lin,vanguardngrnews ilomuanya no longer our chairman s east monarchs by anayo okoli umuahia the south east counci
696892,3488580,africa_sub,ng,kano,2017-07-09,,eng,eng,lin,morning world including you my master garzalimiko bayero university new site
713270,3509625,africa_sub,ng,lagos,2017-07-11,,eng,eng,lin,paul okoye meet star s twins nathan and nadia okoye
719545,3517607,africa_sub,ng,lagos,2017-05-19,,eng,eng,lin,congolese justice minister alexis tambwe mwamba visited kinshasa s makala prison on thursday may as
734558,3536789,africa_sub,ng,buguma,2017-05-23,s0seg5sup012p29,eng,eng,lin,efiko meet the year old boy ebuka ngige who scored in jamb
737278,3540240,africa_sub,ng,lagos,2017-05-23,,eng,eng,lin,experienced procurement officer at eko maintenance limited eko maintenance limited is a
757423,3566123,africa_sub,ng,lagos,2017-07-15,,eng,eng,lin,korea dana motors move to revive technical education in kogi
789649,3607074,africa_sub,ng,lagos,2017-07-18,,eng,eng,lin,teenager rapes and impregnate years old in katsina
845248,3677719,africa_sub,ng,lagos,2017-07-24,,eng,eng,lin,frm iyana ipaja to ile zik is bumper to bumper trafic report
863643,3700880,africa_sub,ng,kano,2017-07-26,,eng,eng,lin,see photos full and price of motorola moto e and moto e plus it features
6248,3714609,africa_sub,ng,lagos,2017-05-24,,eng,eng,lin,we practiced for penalty shootout reveals ikotun high school s oki
39368,3757037,africa_sub,ng,lagos,2017-07-31,,eng,eng,lin,dino melaye cools off in london amid recall stress photos
45725,3765093,africa_sub,ng,lagos,2017-08-01,,eng,eng,lin,ekobridge in amp out island free frm costain carter bridge free both sides ijora olopa in amp out apapa free rdmb free
143836,3891134,africa_sub,ng,lagos,2017-08-25,,eng,eng,lin,trace and africell partner to showcase amp celebrate congolese culture
161221,3913650,africa_sub,ng,lagos,2017-08-27,,eng,eng,lin,listen to bidex amp noah airé solo makinde by distinction music on
193524,3955350,africa_sub,ng,kano,2017-09-05,,eng,eng,lin,vanguardngrnews paul okoye of psquare loses in gamble paul okoye of nigeria s music group psquare suffere
194129,3956149,africa_sub,ng,lagos,2017-09-05,,eng,eng,lin,psquare s paul okoye loses in gamble events chronicles paul okoye of nigeria s music
211207,3977898,africa_sub,ng,lagos,2017-05-26,,eng,eng,lin,starring fred amata greg ojefua kenneth okolie rotimi salami stannze amp more prod by audu out in ci
233447,4005857,africa_sub,ng,lagos,2017-04-28,,eng,eng,lin,barack obama disses donald trump on air and gets paid for it
245412,4021321,africa_sub,ng,lagos,2017-09-11,,eng,swa,lin,i liked a video sgit scoop brain surgery amp single abimbola craig x sisi yemmie
255781,4034632,africa_sub,ng,lagos,2017-09-12,,eng,eng,lin,treasury raises pc of shbn goal in m akiba sale via
314778,4110778,africa_sub,ng,lagos,2017-09-22,,eng,eng,lin,tiwalade is super smart sgit scoop brain surgery amp single abimbola craig x sisi yemmie
362177,4171551,africa_sub,ng,kano,2017-09-27,,eng,eng,lin,natalie portman s new dior commercial drives me bananas and bananas is good
416614,4241727,africa_sub,ng,lagos,2017-10-05,,eng,eng,lin,fg needs bn to complete eastern flank of railway amaechi
439856,4271171,africa_sub,ng,kano,2017-10-06,,eng,eng,lin,vanguardngrnews ngo empowers youths in oyo an ngo mother and girl child protection initiative magi based
472154,4312545,africa_sub,ng,lagos,2017-10-11,,eng,eng,lin,analysts explains why aliko dangote is bad for nigeria
495841,4342636,africa_sub,ng,lagos,2017-04-30,,fra,fra,lin,y a que habitants en guinée equatoriale de paris
532961,4389761,africa_sub,ng,lagos,2017-05-03,,eng,eng,lin,bisola and empress njama do look like twins in this photo
566587,4432235,africa_sub,ng,lagos,2017-05-05,,eng,eng,lin,juliana toyo baby pictured in school uniform on movie set photos
577210,4446320,africa_sub,ng,awka,2019-08-20,s1j52fx0qv9bwh9,fra,fra,lin,repose en paix yves sedro musique béninoise africaine en deuil h
591526,4465338,africa_sub,ng,epe,2019-08-22,s14v6wkwdqk8f9z,eng,eng,lin,jonathan s ex aide omokri mocks portfolios buhari assigned to keyamo akpabio
650641,4544060,africa_sub,ng,iwo,2019-08-31,s16grjw5qsrqz10,eng,lin,lin,ajimobi parleys oyo apc executive expects judgement on oyo south senatorial election
802707,4742461,africa_sub,ng,ebute ikorodu,2019-09-20,s14mx3ypuycpc0t,eng,eng,lin,selling acres of land along airport road mafoluku oshodi
860767,4819180,africa_sub,ng,iwo,2019-09-30,s16grjw5qsrqz10,eng,lin,lin,free education in oyo state seyi makinde oyo returns out of s
16481,4850915,africa_sub,ng,maiduguri,2019-10-03,s6177kqf4hp162j,eng,eng,lin,hmm my sister who go buy you the rest of the aure tinz e g kayan kitchen daki etc
65052,4914675,africa_sub,ng,buguma,2019-10-09,s0ufunjujxr6n3j,eng,eng,lin,take her to baba oyo or emi ola for treatment
146203,5022463,africa_sub,ng,ikire,2019-10-21,s16cz4n0yer3z40,eng,lin,lin,makinde tackles oyo apc over abandoned projects
176908,5062971,africa_sub,ng,keffi,2019-10-26,s1td74v6uktvhre,eng,eng,lin,they are both teni siblings from different world a k a iskaba and iskoloboto
218354,5118183,africa_sub,ng,ikire,2019-11-01,s16cz4n0yer3z40,eng,lin,lin,election oyo south court dismisses ajimobi
300057,5227470,africa_sub,ng,ilesa,2019-11-13,s1777dwdq9sfxh2,eng,eng,lin,i love this isoko brotherhood idea on solidstar s no tension solidstar terry apala orezi isokoboy great jam
328440,5265082,africa_sub,ng,ikerre,2019-11-17,s17dxj6f9mrfxtr,eng,eng,lin,ondo state university of science and technology okitipupa
403727,5365288,africa_sub,ng,ifo,2019-11-27,s14qbbfjvquby0h,eng,lin,lin,makinde presents first budget of nb to oyo assembly
417122,5383024,africa_sub,ng,ugep,2019-11-29,s1j8zzy57q3gwjn,eng,eng,lin,trending on youtube oofeetsɔ ft prince bright buk bak official video via
501108,5494548,africa_sub,ng,ilorin,2019-12-12,s1e0re3hndy518s,eng,eng,lin,it has a step brother yam yam and egg yam and beans yam and palm oil yam and ororo ya
516535,5515137,africa_sub,ng,iwo,2019-12-14,s16grjw5qsrqz10,eng,eng,lin,we stan good lyrics and a king not kolobiko or jorojaro trash upon trash
519602,5519338,africa_sub,ng,buguma,2019-12-14,s0ufunjujxr6n3j,eng,eng,lin,when del taco opens ima be the first bitch there omm
531995,5535905,africa_sub,ng,epe,2019-12-16,s14v6wkwdqk8f9z,eng,eng,lin,catholic corpers lodge darlington street mokola ibadan oyo state
552478,5563641,africa_sub,ng,bauchi,2019-12-19,s1z48jbq1dwy94r,eng,eng,lin,breaking house of representatives impeached president donald john trump president donald john trump has been impe
792041,5885650,africa_sub,ng,ikirun,2020-01-23,s17m41njvjwsrgp,eng,eng,lin,na that one pain you or the price and spellings of plantain
793481,5887536,africa_sub,ng,keffi,2020-01-23,s1td74v6uktvhre,eng,eng,lin,don t dabble into oyo lg matter makinde warns malami
793806,5887946,africa_sub,ng,gusau,2020-01-23,s4htpwqt2t4bfbf,eng,eng,lin,don t dabble into oyo lg matter makinde warns agf malami
844974,5955980,africa_sub,ng,funtua,2020-02-05,s4j1w7xfd9nhcqg,eng,lin,lin,lol am telling what is in my mind ne ba boye boye
4395,6007646,africa_sub,ng,ilesa,2020-02-04,s1777dwdq9sfxh2,eng,eng,lin,governor seyi makinde brought back anarchy to oyo state with contradictions oyo apc alleges read full text below
14254,6021237,africa_sub,ng,okrika,2020-02-10,s0v4cjtvttk2bwq,eng,eng,lin,i want my entitlement back family wealth script writer mabel akata ruth mabel akata
16248,6023787,africa_sub,ng,enugu,2020-02-10,s1jkd71hyk1xfyw,eng,eng,lin,this club is depressing jersey na motivation abi
113358,6155097,africa_sub,ng,ebute ikorodu,2020-02-22,s14mx3ypuycpc0t,eng,eng,lin,gain gain gain gain gain gain gain less than k followers drop your username and follow who likes it gain f
172733,6235598,africa_sub,ng,ilesa,2020-03-03,s1777dwdq9sfxh2,eng,eng,lin,as u flush boko haram out in sambisa forest abi
183810,6250750,africa_sub,ng,birnin-kebbi,2020-03-05,s44yze0t0v5j008,eng,eng,lin,kaftan for men abaya for ladies favorite outfit
380211,6519240,africa_sub,ng,idanre,2020-03-31,s178kh98qxgt9xj,eng,eng,lin,gongo aso kolomental why me african queen bumper bumper mr lecturer durosoke
420445,6574321,africa_sub,ng,owo,2020-04-06,s17bz59tvn7hnx4,eng,eng,lin,adeteye oluwatosin abimbola ondo state university of science and technology okitipupa
441779,6603640,africa_sub,ng,ugep,2020-04-08,s1j8zzy57q3gwjn,eng,eng,lin,gfa to sanction kotoko for failing to constitute executive board
456024,6622804,africa_sub,ng,calabar,2018-11-20,s0vujm05b6uh4v0,eng,eng,lin,adriana sage maid porn good pussy adriana sage maid porn good pussy
494280,6672449,africa_sub,ng,esuk oron,2018-11-26,s0vgk1gd52c5r9b,eng,eng,lin,i lived in sango police barracks eleyele police n mokola barracks iyaganku barra
497239,6676281,africa_sub,ng,abuja,2018-11-28,s1th5qkvje33sw4,eng,eng,lin,baba oyoyo baba oyoyo baba oyoyo how good people of borno state received president who was in the state
497935,6677179,africa_sub,ng,bida,2018-11-28,s1s78vt4q8018q2,eng,eng,lin,dembele at dortmund years of age mbappe at monaco years of age dembele at barca years mbappe at psg
580206,6784287,africa_sub,ng,gbongan,2018-12-11,s1746zr86re1b95,eng,eng,lin,new issue of the cahiers d études africaines on confronting witchcraft don t miss the paper fr
583215,6788162,africa_sub,ng,kishi,2018-12-11,s1dzhkbqmhdrpfx,fra,fra,lin,motion amp emotion pierre mbockophotography à hotel prince de galles douala cameroon
630561,6849252,africa_sub,ng,katsina,2018-12-19,s4m3uyjtxckkwmz,eng,eng,lin,assalamu alaikum the peace be unto you salamun alaikum peace be unto you salam peace sa
660787,6888528,africa_sub,ng,ilesa,2018-12-24,s1777dwdq9sfxh2,eng,eng,lin,omotoyosi craig flying the flag of futa loftily omotoyosi craig graduated from department of mechanical engineeri
661455,6889438,africa_sub,ng,ondo,2018-12-24,s172mux82zfttx0,eng,eng,lin,omotoyosi craig flying the flag of futa loftily omotoyosi craig graduated from department of mechanical engineering futa i
713151,6957460,africa_sub,ng,idanre,2019-01-01,s178kh98qxgt9xj,eng,lin,lin,gov ajimobi presents nbn budget proposal to oyo assembly photos
816667,7091860,africa_sub,ng,yola,2019-01-17,s38uk4f1fu21tvr,eng,eng,lin,pelosi to trump suspend state of the union speech
844737,7127903,africa_sub,ng,amaigbo,2019-01-21,s1j8fkb43gkycv9,eng,eng,lin,katie you re the loml thank u sweet yoyo baby
853472,7139090,africa_sub,ng,uromi,2019-01-22,s1hw05ey36e8z9h,fra,fra,lin,congo kinshasa sud kivu la société civile demande à félix tshisekedi d endiguer la corruption un article de all
3077,7173517,africa_sub,ng,ilorin,2019-01-25,s1e0re3hndy518s,eng,eng,lin,the emirates stadium is jesse lingard s m personal dance studio
33056,7211957,africa_sub,ng,sapele,2019-01-30,s1h19tne5degsum,eng,eng,lin,new post abimbola ft mr real ayee abimbola finally bre
77133,7268975,africa_sub,ng,sokoto,2019-02-05,s47dppcmu5nr7en,eng,swa,lin,our nextlevel is to ensure that eyxploration is extended to chad basin gongola basin anambra basin sokoto basin daho
207792,7435505,africa_sub,ng,abeokuta,2019-02-22,s162sjx7u8sgr4v,eng,eng,lin,hello ámálá lovers let s make an ámálá thread reply this tweet with a picture of ámálá and name the buka you bought
235103,7470957,africa_sub,ng,keffi,2019-02-25,s1td74v6uktvhre,eng,lin,lin,isiak abiola ajimobi the rise and fall of oyo emperor
245703,7484624,africa_sub,ng,damaturu,2019-02-27,s60db4zbdgf716j,eng,eng,lin,congratulations congratulations congratulation oyoyo baba oyoyo baba i will express my greatest wishes to the follo
256152,7497937,africa_sub,ng,sagamu,2019-02-28,s14wgp1b5ht3du2,eng,eng,lin,aliko dangote makes bn in hrs africa s richest man aliko dangote with a net worth of billion is now ranked
256719,7498665,africa_sub,ng,ikot ekpene,2019-02-28,s0vmrse4527xreb,eng,swa,lin,adesua etomi ik osakioduwa sauti sol stonebwoy nominated for favourite african star
291052,7543171,africa_sub,ng,ise ekiti,2019-03-05,s17f7xk2mze1bc1,eng,eng,lin,my ex husband is impotent bbnaija star gifty photos
304694,7561133,africa_sub,ng,esuk oron,2019-03-07,s0vgk1gd52c5r9b,eng,eng,lin,kimpembe started it and kimpembe ended it karma they say is a batch
308405,7565967,africa_sub,ng,epe,2019-03-08,s14v6wkwdqk8f9z,eng,eng,lin,and a proud old boy of cms grammar school
318796,7579577,africa_sub,ng,ila orangun,2019-03-09,s17mxe2h6qbzsd9,eng,eng,lin,oyo election bayo adelabu casts his vote in ibadan
325226,7588431,africa_sub,ng,okene,2019-03-10,s1k6vy6vznn031j,eng,lin,lin,inec office oyo east lg oyo state final results for oyo east gubernatorial election apc pdp total v
325227,7588432,africa_sub,ng,okene,2019-03-10,s1k6vy6vznn031j,eng,lin,lin,inec office oyo east lg oyo state final results for oyo east gubernatorial election apc pdp to
330014,7594950,africa_sub,ng,port harcourt,2019-03-11,s0ugprb4zmqs5hg,eng,eng,lin,pdp s seyi makinde defeats apc s bayo adelabu to emerge oyo governor elec
369941,7647650,africa_sub,ng,uromi,2019-03-17,s1hw05ey36e8z9h,fra,fra,lin,congo kinshasa elections sénatoriales evariste mabi dénonce la corruption et se retire un article de allafric
423992,7718492,africa_sub,ng,benin-city,2019-03-25,s1hh00yn64vstzh,fra,fra,lin,congo kinshasa kisangani les jeunes fatshistes s engagent à dénoncer la corruption un article de allafrica news
426829,7722294,africa_sub,ng,okigwi,2019-03-25,s1j1p6bhe3m0kug,eng,eng,lin,stephanie festus otobo keyamo charlie boy will know him better
443818,7745060,africa_sub,ng,abuja,2019-03-28,s1t7emtd72h3wnm,eng,eng,lin,abban dai abba today abba tomorrow abba for life
469142,7778346,africa_sub,ng,igboho,2019-04-02,s1d9vqycxe6wfg3,fra,eng,lin,pointe noire historia playas y surf pointe noire historie plage et surf pointe noire history beaches and surf
556316,7893630,africa_sub,ng,lagos,2019-04-18,s14ktq8zb8ub49y,eng,eng,lin,ncs intercepts nm contraband at oyo osun command independent newspapers nigeria
654040,8023197,africa_sub,ng,ilobu,2019-05-09,s17hw408mppmq8j,eng,eng,lin,kemi olounloyo exposes davido s baby mama for stealing see photos
657538,8027883,africa_sub,ng,oyo,2019-05-06,s16u9t01t61cyxs,eng,eng,lin,coupe bibamba by awilo longomba congo awilo longomba coupe bibamba song will which he released in gained him an inst
659035,8029762,africa_sub,ng,ijero ekiti,2019-05-06,s17s7wvx6k21jge,eng,eng,lin,no excuse oyo labour union fires back at makinde ajimobi
715314,8104427,africa_sub,ng,sapele,2019-05-17,s1h19tne5degsum,eng,eng,lin,like nelson mandela to south africans like patrice lumumba to dr congolese like kwame nkrumah to ghanaians like
741327,8138783,africa_sub,ng,gashua,2019-05-21,s4rc5qe9ze2mdgb,eng,eng,lin,sunmin kyaune dama kiban daya and for the super mama pray her more health and imani
743610,8141887,africa_sub,ng,sagamu,2019-05-22,s14wgp1b5ht3du2,eng,eng,lin,group to inec cancel imo west senatorial election newtelegraph
771781,8178968,africa_sub,ng,ugep,2019-05-26,s1j8zzy57q3gwjn,eng,eng,lin,all is set at the baba yara sports stadium asante kotoko vrs asec mimosas
776771,8185385,africa_sub,ng,okigwi,2019-05-27,s1j1p6bhe3m0kug,eng,eng,lin,banky w adesua ebuka bovi toke makinwa and others dress in their favorite characters for ik osak
797086,8212050,africa_sub,ng,sapele,2019-06-01,s1h19tne5degsum,fra,fra,lin,un jeune congolais fabrique une limousine a lubumbashi
818898,8240819,africa_sub,ng,ijero ekiti,2019-06-12,s17sfxhvr1d50nj,eng,lin,lin,gov makinde cancels midterm break in oyo schools
28713,8362454,africa_sub,ng,kaduna,2019-06-26,s1v7c79v5p9pdxy,eng,eng,lin,why y all yelling because she spoke her mind engelish
58253,8400431,africa_sub,ng,abakaliki,2019-07-01,s1ju02fnrdyh9z5,fra,fra,lin,mes salutations distinguées pour la gens du congo
68421,8413468,africa_sub,ng,keffi,2019-07-02,s1td74v6uktvhre,fra,fra,lin,votre bouche n a que fayulu meme quand des congolais meurent par centaines peuple eternellement esclaves ba loka mboka oyo
117076,8476906,africa_sub,ng,minna,2019-07-09,s1swtnnsgyu15s1,eng,eng,lin,just in oyo assembly supports makinde on oysiec dissolution declares lcdas elections illegal
194996,8579258,africa_sub,ng,zaria,2019-07-21,s1vqznwunbpyrb8,eng,eng,lin,baba na kobo no be k there is a difference
198801,8584393,africa_sub,ng,okrika,2019-07-22,s0v4cjtvttk2bwq,swa,lin,lin,soeur osali nyonso pe oyebana okoki tala mwana milliardaire abali yo banda ngombe zambe apesa yo p
207393,8595363,africa_sub,ng,modakeke,2019-07-23,s174104gh916ty0,eng,eng,lin,just in oyo assembly approves n billion loan for makinde
263999,8669634,africa_sub,ng,sokoto,2019-07-31,s47dppcmu5nr7en,eng,eng,lin,sokoto to establish secondary school management board the sokoto state executive council has approved the enacti
282601,8694062,africa_sub,ng,ifo,2019-08-03,s14qbbfjvquby0h,eng,eng,lin,oyo assembly proposes bill banning open grazing
287357,8700436,africa_sub,ng,iwo,2019-08-04,s16grjw5qsrqz10,eng,eng,lin,lemme kúkú rep for the rest of the month
358164,8793128,africa_sub,ng,olupona,2019-08-14,s16gppw1nwxmzhb,eng,eng,lin,makinde appoints former oyo bpp boss executive assistant on intervention oyo state governor engineer seyi makinde has appoi
365057,8802247,africa_sub,ng,iwo,2019-08-15,s16grjw5qsrqz10,eng,eng,lin,makinde sends additional commissioner nominees to oyo assembly
370183,8809021,africa_sub,ng,ijebu igbo,2019-08-16,s14zeh0xybb1teq,eng,eng,lin,come to oyo state and see a proper abbatoir at amosun
400796,8849793,africa_sub,ng,okene,2020-04-11,s1k6vy6vznn0,eng,eng,lin,your eye blind to sokoto state abi nonsense
466920,8939313,africa_sub,ng,port harcourt,2020-04-20,s0ugprb4zmqs,eng,eng,lin,yes boss bless ur boy oo high star chief priest uba
497536,8980699,africa_sub,ng,akure,2020-04-24,s179nrfd2cby,eng,eng,lin,go to the isolation centre in yaba to verify nah
509680,8996769,africa_sub,ng,birnin-kebbi,2020-04-25,s44yze0t0v5j,eng,eng,lin,have you forgotten that indomie bisoye bought in niger na all this kind things
523662,9015574,africa_sub,ng,oyo,2020-04-27,s16u9t01t61c,eng,eng,lin,just in governor makinde upgrades akufo farm settlement to agricultural estate oyo state governor engr seyi maki
645337,9180082,africa_sub,ng,olupona,2020-05-14,s16gppw1nwxm,eng,eng,lin,waited for so long for and boom o yanke challenge yen patata i trust ma
713241,9272343,africa_sub,ng,port harcourt,2020-05-23,s0ugprb4zmqs,eng,eng,lin,first bank otobong emmanuel dropping with faith
811786,9403756,africa_sub,ng,ijebu igbo,2020-06-06,s14zeh0xybb1,eng,eng,lin,he s a far better lecturer than aloba or oyelakin
846081,9449833,africa_sub,ng,ikerre,2020-06-11,s17dxj6f9mrf,eng,eng,lin,african tiebele architecture colourful tiebele structures in burkina faso
850496,9455565,africa_sub,ng,igbo ora,2020-06-11,s16669ny71yb,eng,eng,lin,access bank israel adeoye god life no easy at all
69652,9588012,africa_sub,ng,iwo,2020-06-25,s16grjw5qsrq,eng,eng,lin,from alakia to mokola naira to iwo road naira to gate naira to mokola but now my naira would take
75552,9596097,africa_sub,ng,kishi,2020-06-26,s1dzhjv6d759,eng,lin,lin,kosala kosala kosala let the challenge begin send videos to don t forget to follow
182391,9738491,africa_sub,ng,damaturu,2020-07-10,s60db4zbdgf7,eng,lin,lin,just leave it and proceed ba boye boye ai
227120,9798470,africa_sub,ng,modakeke,2020-07-16,s174104gh916,eng,eng,lin,mayein oyo e literacy project is on a mission to empower million secondary school children in oyo state with
434551,10074857,africa_sub,ng,inisa,2020-08-12,s17hdt53tfp9,eng,eng,lin,contestant no for name lawal sekinat omotoyosi age school olabisi onabanjo university cour
441557,10084169,africa_sub,ng,amaigbo,2020-08-13,s1j8fkb43gky,eng,eng,lin,my aba the city of creativity and commerce
516461,10183929,africa_sub,ng,ise ekiti,2020-08-23,s17f7xk2mze1,eng,eng,lin,na future is bright future is bright nai turn arsenal to europa customer
607726,10304407,africa_sub,ng,sagamu,2020-09-06,s14wgp1b5ht3,eng,eng,lin,ebuka signing erica s eviction on appeal document from femi falana
644762,10354100,africa_sub,ng,abeokuta,2020-09-11,s162sjx7u8sg,eng,lin,lin,oyo apc unites in to disunite in latest of the greatest oyo apc
660799,10375830,africa_sub,ng,nguru,2020-09-13,s4r3mb62z5bx,eng,eng,lin,assalamu alaikum ya sheikh the link is not responding
746700,10490748,africa_sub,ng,makurdi,2020-09-25,s1q5fpvccjf4,eng,eng,lin,traditional marriage of my school boy emmanuel tondo in gboko
783235,10539595,africa_sub,ng,ila orangun,2020-09-30,s17mxe2h6qbz,eng,eng,lin,trump biden debate to kick off in the next min
811665,10577909,africa_sub,ng,nnewi,2020-10-03,s1hfjrk9d5bq,eng,eng,lin,this tamboli will play tambola with boys or will boys play tambola with tamboli
845465,10622773,africa_sub,ng,igede ekiti,2020-10-08,s17es2tu6zr7,eng,eng,lin,mpe instagram photo contest st n amp microsoft surface pro nd n amp iphone gb rd n
846382,10623948,africa_sub,ng,benin-city,2020-10-08,s1hh00yn64vs,fra,fra,lin,dambisa moyo top des africains les plus influents
200098,10927980,africa_sub,ng,kano,2020-11-10,s4nh1zcsh8yx,eng,eng,lin,incase u missed it i really need this kind of friends babu munafirci ba boye boye
214593,10948164,africa_sub,ng,modakeke,2020-11-12,s174104gh916,eng,eng,lin,protests ngo drags femi falana to international criminal court icc
292388,11055743,africa_sub,ng,iwo,2020-11-23,s16grjw5qsrq,eng,lin,lin,presents n bn budget of continued consolidation to oyo assembly capital expenditure n bi
352910,11138223,africa_sub,ng,minna,2020-12-01,s1swtnnsgyu1,eng,eng,lin,prof ibrahim bulama bukar is the lg chairman elect for goza lga
371023,11163223,africa_sub,ng,bama,2020-12-04,s619x8b5hsyw,eng,eng,lin,bala i spend the last kobo to earn the last respect
397518,11199563,africa_sub,ng,oyo,2020-12-08,s16u9t01t61c,eng,eng,lin,kolojutu summoned kolojutu reference national assembly vs buhari this country sha
455239,11278735,africa_sub,ng,effon alaiye,2020-12-16,s177xbshqxk7,eng,eng,lin,burnaboy twice as tall olamide carpe diem fireboy apollo niniola colors and sounds
468466,11296765,africa_sub,ng,nkpor,2020-12-18,s1hfgrxfk5nf,eng,eng,lin,protesters not economic saboteurs femi falana
510696,11355500,africa_sub,ng,oyo,2020-12-24,s16u9t01t61c,eng,eng,lin,your intervention go sure pass cos felix never navidad
550588,11412100,africa_sub,ng,benin-city,2020-12-30,s1hh00yn64vs,fra,fra,lin,chacal de paris bandit de paris banlieusard de paris ndeko de paris paris souffre avec les marques la
628714,11519794,africa_sub,ng,awka,2021-01-10,s1j52fx0qv9b,fra,fra,lin,mon patrimoine ma richesse mon identité ma culture bonne célébration des religions endogènes credit photo
636017,11529942,africa_sub,ng,ugep,2021-01-11,s1j8zzy57q3g,eng,eng,lin,h t asante kotoko liberty kwame opoku x your thoughts on the first half
649559,11548677,africa_sub,ng,ikerre,2021-01-13,s17dxj6f9mrf,eng,eng,lin,a chance for lobi but shot blocked for corner kick lobi sunshine lobi
651128,11550785,africa_sub,ng,port harcourt,2021-01-13,s0ugprb4zmqs,eng,eng,lin,donald trump has been impeached for the second time it s historical article of impeachment of insurrection
672453,11580131,africa_sub,ng,sokoto,2021-01-17,s47dppcmu5nr,eng,eng,lin,doc the idea good but k bokolo no be am oh dem go too young bokolo is the holy grail of
693781,11609214,africa_sub,ng,keffi,2021-01-20,s1td74v6uktv,eng,eng,lin,nbn fg fund bayelsa assembly dismisses alleged plot to impeach diri
800225,11755419,africa_sub,ng,keffi,2021-02-04,s1td74v6uktv,eng,eng,lin,president has forwarded the names of gen abayomi olonisakin rtd lt gen tukur buratai rtd vice admiral ibo
811132,11770421,africa_sub,ng,bauchi,2021-02-06,s1z48jbq1dwy,eng,eng,lin,qualiya bird not sure of the spelling thou
10894,11877111,africa_sub,ng,ibadan,2021-02-17,s16f08vkbmw5,eng,eng,lin,delivered to mokola ibadan marble fondant et hexagon shape neatness height inches tall colo
24339,11895623,africa_sub,ng,keffi,2021-02-19,s1td74v6uktv,eng,eng,lin,new wallet amp belt boxes a valentine gift from angela to angieekulture
81262,11974764,africa_sub,ng,katsina,2021-02-27,s4m3uyjtxckk,eng,lin,lin,if i m not ready ba wani boye boye ban shirya ba kawai
95579,11994460,africa_sub,ng,abuja,2021-03-02,s1th5qkvje33,eng,eng,lin,ex kebbi senator arraigned for nm scam in sokoto
156630,12079708,africa_sub,ng,yola,2021-03-10,s38uk4f1fu21,swa,eng,lin,hala watinga mi nyoba rent dei ko phone nafata mi soda phone miwala toi
192789,12130764,africa_sub,ng,sapele,2021-03-17,s1h19tne5deg,fra,fra,lin,naruto meilleur manga de l histoire de l humanité
237308,12193704,africa_sub,ng,okigwi,2021-03-24,s1j1p6bhe3m0,eng,eng,lin,dey on wit jennifer omoko base on as usual open belle yarn about certain tinz we
239532,12196934,africa_sub,ng,jimeta,2021-03-24,s38ug9vzq6ub,eng,eng,lin,our gentleman aliko dangote from nigeria represents the world bank
301391,12284004,africa_sub,ng,ilorin,2021-04-02,s1e0re3hndy5,eng,eng,lin,hydro by a low cap hidden gem on and network it s
321449,12312119,africa_sub,ng,jos,2021-04-05,s1y26t2bc08t,eng,eng,lin,for the record bakandamiya is the greatest song to come out of kalangu genre kai harda nanaye ma
335599,12331776,africa_sub,ng,idanre,2021-04-07,s178kh98qxgt,eng,eng,lin,check out the fictitious akuko omole kolokolo okota track o deep
344874,12344827,africa_sub,ng,ejigbo,2021-04-09,s17hfnpkcdez,eng,lin,lin,oyo oyo state nigeria i will spend in the morning a
440673,12477618,africa_sub,ng,nnewi,2021-04-22,s1hfjrk9d5bq,eng,eng,lin,iâ m making more money as solo artiste singer peter okoye
